Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter,Profit_Margin_%
Foot Locker,1185732,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,55.0,375.0,20625.0,9281.0,Outlet,2020,11,4,44.99878787878788
Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,19.0,78.0,33.0,Online,2020,12,4,42.30769230769231
West Gear,1128299,2020-04-03,West,Colorado,Denver,Men's Athletic Footwear,59.0,94.0,555.0,194.0,Online,2020,4,2,34.95495495495496
West Gear,1128299,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,47.0,166.0,780.0,328.0,Outlet,2020,3,1,42.05128205128205
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,31.0,140.0,434.0,100.0,Outlet,2020,1,1,23.04147465437788
West Gear,1128299,2020-04-02,West,Colorado,Denver,Men's Street Footwear,55.0,131.0,721.0,339.0,Online,2020,4,2,47.01803051317614
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,60.0,1200.0,72000.0,36000.0,Outlet,2020,4,2,50.0
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,19.0,89.0,38.0,Online,2020,11,4,42.69662921348314
Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,51.0,194.0,93.0,Online,2020,11,4,47.93814432989691
West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Apparel,100.0,575.0,57500.0,11500.0,In-store,2020,7,3,20.0
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,Men's Street Footwear,65.0,700.0,45500.0,18200.0,In-store,2020,2,1,40.0
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,56.0,140.0,59.0,Online,2020,10,4,42.142857142857146
West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,58.0,149.0,864.0,346.0,Online,2020,7,3,40.0462962962963
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,35.0,133.0,53.0,Online,2020,10,4,39.849624060150376
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,200.0,5000.0,1500.0,In-store,2020,10,4,30.0
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Men's Athletic Footwear,43.0,128.0,550.0,220.0,Online,2020,1,1,40.0
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276.0,1021.0,643.0,Online,2020,8,3,62.977473065621936
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,87.0,374.0,187.0,Online,2020,1,1,50.0
West Gear,1128299,2020-05-29,West,Colorado,Denver,Women's Athletic Footwear,49.0,78.0,382.0,157.0,Online,2020,5,2,41.09947643979058
West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,85.0,675.0,57375.0,14344.0,In-store,2020,7,3,25.000435729847492
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,65.0,1100.0,71500.0,17875.0,Outlet,2020,3,1,25.0
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45.0,450.0,20250.0,8100.0,Outlet,2020,1,1,40.0
Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,40.0,650.0,26000.0,13000.0,Outlet,2020,8,3,50.0
West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,62.0,189.0,1172.0,398.0,Online,2020,3,1,33.95904436860068
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,41.0,116.0,476.0,162.0,Online,2020,1,1,34.03361344537815
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,50.0,825.0,41250.0,14438.0,Outlet,2020,10,4,35.00121212121212
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,60.0,875.0,52500.0,18375.0,Outlet,2020,12,4,35.0
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,43.0,310.0,1333.0,467.0,Outlet,2020,5,2,35.033758439609905
West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,65.0,550.0,35750.0,8938.0,In-store,2020,7,3,25.0013986013986
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,46.0,224.0,1030.0,381.0,Online,2020,10,4,36.99029126213592
Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,41.0,221.0,906.0,589.0,Online,2020,8,3,65.01103752759381
West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,77.0,144.0,1109.0,388.0,Online,2020,7,3,34.98647430117223
West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,73.0,138.0,1007.0,393.0,Online,2020,8,3,39.026812313803376
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,34.0,225.0,765.0,375.0,Online,2020,7,3,49.01960784313725
West Gear,1128299,2020-01-22,West,Nevada,Las Vegas,Women's Street Footwear,47.0,120.0,564.0,254.0,Outlet,2020,1,1,45.0354609929078
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,38.0,350.0,1330.0,758.0,Outlet,2020,8,3,56.992481203007515
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775.0,42625.0,12788.0,In-store,2020,9,3,30.00117302052786
Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27.0,20.0,54.0,25.0,Online,2020,10,4,46.2962962962963
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,65.0,1000.0,65000.0,16250.0,Outlet,2020,4,2,25.0
West Gear,1128299,2020-01-20,West,Nevada,Las Vegas,Men's Street Footwear,60.0,550.0,33000.0,13200.0,Outlet,2020,1,1,40.0
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60.0,299.0,1794.0,1076.0,Online,2020,4,2,59.977703455964324
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Women's Apparel,36.0,323.0,1163.0,314.0,Outlet,2020,1,1,26.99914015477214
West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,65.0,625.0,40625.0,10156.0,In-store,2020,7,3,24.999384615384614
West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Women's Street Footwear,55.0,825.0,45375.0,11344.0,In-store,2020,9,3,25.00055096418733
West Gear,1128299,2020-03-07,West,Nevada,Las Vegas,Men's Apparel,64.0,88.0,563.0,360.0,Online,2020,3,1,63.94316163410302
West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,70.0,450.0,31500.0,7875.0,In-store,2020,7,3,25.0
Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,38.0,141.0,62.0,Online,2020,11,4,43.97163120567376
West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,55.0,825.0,45375.0,11344.0,In-store,2020,9,3,25.00055096418733
West Gear,1128299,2020-01-19,West,Nevada,Las Vegas,Women's Apparel,39.0,124.0,484.0,126.0,Outlet,2020,1,1,26.033057851239672
West Gear,1128299,2020-02-09,West,Nevada,Las Vegas,Women's Street Footwear,61.0,143.0,872.0,462.0,Online,2020,2,1,52.981651376146786
Foot Locker,1185732,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,47.0,234.0,1100.0,451.0,Online,2020,2,1,41.0
Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,35.0,800.0,28000.0,7000.0,In-store,2020,8,3,25.0
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,59.0,75.0,443.0,204.0,Online,2020,1,1,46.04966139954853
Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,24.0,63.0,151.0,67.0,Online,2020,10,4,44.370860927152314
Foot Locker,1185732,2020-12-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46.0,91.0,419.0,197.0,Online,2020,12,4,47.01670644391408
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.0,775.0,31000.0,10850.0,Outlet,2020,11,4,35.0
West Gear,1128299,2020-07-21,West,Washington,Seattle,Women's Street Footwear,60.0,375.0,22500.0,5625.0,In-store,2020,7,3,25.0
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,27.0,305.0,824.0,305.0,Outlet,2020,8,3,37.01456310679612
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295.0,1033.0,434.0,Outlet,2020,3,1,42.0135527589545
West Gear,1128299,2020-02-15,West,Nevada,Las Vegas,Women's Street Footwear,60.0,152.0,912.0,474.0,Online,2020,2,1,51.973684210526315
Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,30.0,100.0,3000.0,1050.0,In-store,2020,10,4,35.0
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,38.0,189.0,718.0,424.0,Online,2020,9,3,59.05292479108635
West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,95.0,550.0,52250.0,10450.0,In-store,2020,7,3,20.0
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31.0,289.0,896.0,331.0,Outlet,2020,2,1,36.941964285714285
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,Men's Street Footwear,44.0,366.0,1610.0,837.0,Outlet,2020,2,1,51.98757763975155
West Gear,1128299,2020-01-28,West,Nevada,Las Vegas,Women's Street Footwear,63.0,116.0,731.0,417.0,Online,2020,1,1,57.045143638850895
West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Apparel,46.0,123.0,566.0,175.0,Online,2020,6,2,30.918727915194346
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,56.0,189.0,1058.0,603.0,Online,2020,2,1,56.99432892249527
Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,55.0,75.0,4125.0,1238.0,In-store,2020,11,4,30.01212121212121
West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,54.0,189.0,1021.0,653.0,Online,2020,4,2,63.95690499510284
West Gear,1128299,2020-07-10,West,Washington,Seattle,Women's Athletic Footwear,74.0,155.0,1147.0,505.0,Online,2020,7,3,44.027898866608545
Sports Direct,1197831,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,40.0,625.0,25000.0,11250.0,Outlet,2020,8,3,45.0
West Gear,1128299,2020-04-17,West,Colorado,Denver,Women's Athletic Footwear,65.0,450.0,29250.0,13163.0,In-store,2020,4,2,45.0017094017094
West Gear,1128299,2020-03-23,West,Colorado,Denver,Women's Street Footwear,40.0,425.0,17000.0,5950.0,In-store,2020,3,1,35.0
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,35.0,88.0,308.0,114.0,Outlet,2021,9,3,37.01298701298701
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,55.0,26.0,143.0,89.0,Online,2021,4,2,62.23776223776224
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Apparel,52.0,90.0,468.0,150.0,Outlet,2021,5,2,32.05128205128205
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Athletic Footwear,90.0,600.0,54000.0,21600.0,Online,2021,7,3,40.0
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,80.0,800.0,64000.0,25600.0,Online,2021,12,4,40.0
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,113.0,260.0,127.0,Online,2021,6,2,48.84615384615385
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Street Footwear,30.0,175.0,5250.0,1575.0,In-store,2021,9,3,30.0
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,34.0,173.0,588.0,271.0,Outlet,2021,10,4,46.08843537414966
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,34.0,154.0,524.0,314.0,Online,2021,9,3,59.92366412213741
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,49.0,68.0,333.0,183.0,Online,2021,4,2,54.95495495495496
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Women's Street Footwear,45.0,650.0,29250.0,10238.0,Outlet,2021,9,3,35.001709401709405
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35.0,225.0,7875.0,2363.0,In-store,2021,11,4,30.00634920634921
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Street Footwear,35.0,400.0,14000.0,5600.0,In-store,2021,1,1,40.0
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27.0,75.0,203.0,65.0,Outlet,2021,2,1,32.01970443349754
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Street Footwear,40.0,196.0,784.0,259.0,Outlet,2021,8,3,33.035714285714285
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Apparel,33.0,80.0,264.0,132.0,Online,2021,1,1,50.0
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,50.0,123.0,615.0,246.0,Online,2021,11,4,40.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Street Footwear,34.0,186.0,632.0,278.0,Outlet,2021,2,1,43.9873417721519
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,33.0,33.0,109.0,71.0,Online,2021,9,3,65.13761467889908
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,28.0,51.0,143.0,51.0,Outlet,2021,4,2,35.66433566433567
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,22.0,210.0,462.0,263.0,Outlet,2021,9,3,56.926406926406926
Sports Direct,1197831,2021-05-13,South,Tennessee,Knoxville,Men's Apparel,55.0,450.0,24750.0,9900.0,Outlet,2021,5,2,40.0
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,38.0,56.0,213.0,89.0,Outlet,2021,4,2,41.78403755868544
Sports Direct,1197831,2021-08-28,South,Alabama,Birmingham,Women's Athletic Footwear,34.0,135.0,459.0,312.0,Online,2021,8,3,67.97385620915033
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.0,375.0,20625.0,8250.0,In-store,2021,12,4,40.0
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,38.0,61.0,232.0,100.0,Online,2021,7,3,43.103448275862064
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.0,84.0,420.0,197.0,Online,2021,1,1,46.904761904761905
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Street Footwear,70.0,450.0,31500.0,14175.0,In-store,2021,11,4,45.0
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,475.0,16625.0,5819.0,In-store,2021,4,2,35.001503759398496
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,70.0,425.0,29750.0,11900.0,In-store,2021,8,3,40.0
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,64.0,75.0,480.0,245.0,Online,2021,10,4,51.041666666666664
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38.0,56.0,213.0,115.0,Online,2021,3,1,53.990610328638496
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,35.0,250.0,8750.0,3063.0,Online,2021,3,1,35.005714285714284
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,200.0,9000.0,2700.0,In-store,2021,2,1,30.0
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20.0,125.0,2500.0,875.0,In-store,2021,3,1,35.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.0,275.0,15125.0,4538.0,In-store,2021,11,4,30.003305785123967
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,36.0,176.0,634.0,253.0,Outlet,2021,6,2,39.905362776025235
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Street Footwear,34.0,116.0,394.0,154.0,Outlet,2021,8,3,39.08629441624365
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,225.0,9000.0,3600.0,Outlet,2021,7,3,40.0
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.0,72.0,374.0,187.0,Online,2021,10,4,50.0
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,125.0,4375.0,1531.0,In-store,2021,4,2,34.994285714285716
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Street Footwear,48.0,64.0,307.0,166.0,Online,2021,11,4,54.071661237785015
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.0,68.0,286.0,129.0,Online,2021,7,3,45.10489510489511
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Apparel,41.0,116.0,476.0,224.0,Online,2021,5,2,47.05882352941176
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35.0,550.0,19250.0,5775.0,In-store,2021,6,2,30.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,38.0,62.0,236.0,99.0,Outlet,2021,9,3,41.94915254237288
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,43.0,56.0,241.0,140.0,Online,2021,4,2,58.09128630705395
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,45.0,950.0,42750.0,17100.0,Outlet,2021,4,2,40.0
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Apparel,43.0,56.0,241.0,120.0,Online,2021,5,2,49.79253112033195
Sports Direct,1197831,2021-09-20,South,Alabama,Birmingham,Women's Street Footwear,47.0,213.0,1001.0,561.0,Outlet,2021,9,3,56.043956043956044
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,48.0,156.0,749.0,367.0,Online,2021,6,2,48.99866488651535
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30.0,74.0,222.0,78.0,Outlet,2021,11,4,35.13513513513514
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,44.0,136.0,598.0,257.0,Outlet,2021,8,3,42.97658862876254
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,225.0,3375.0,1350.0,Online,2021,4,2,40.0
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,9.0,80.0,72.0,36.0,Online,2021,3,1,50.0
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men's Apparel,51.0,94.0,479.0,197.0,Online,2021,7,3,41.127348643006265
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,44.0,63.0,277.0,114.0,Online,2021,5,2,41.15523465703971
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,51.0,236.0,1204.0,542.0,Online,2021,1,1,45.01661129568107
Amazon,1185732,2021-11-14,Northeast,Massachusetts,Boston,Men's Street Footwear,49.0,120.0,588.0,206.0,Outlet,2021,11,4,35.034013605442176
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,45.0,250.0,11250.0,3938.0,Online,2021,5,2,35.004444444444445
Amazon,1185732,2021-10-30,Northeast,Maine,Portland,Men's Street Footwear,40.0,450.0,18000.0,6300.0,Outlet,2021,10,4,35.0
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,64.0,208.0,1331.0,919.0,Online,2021,7,3,69.045830202855
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,47.0,138.0,649.0,292.0,Online,2021,6,2,44.99229583975347
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,33.0,138.0,455.0,310.0,Online,2021,1,1,68.13186813186813
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,73.0,195.0,1424.0,683.0,Online,2021,6,2,47.96348314606742
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50.0,700.0,35000.0,12250.0,Outlet,2021,5,2,35.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,85.0,298.0,104.0,Outlet,2021,6,2,34.899328859060404
Foot Locker,1185732,2021-11-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,55.0,200.0,11000.0,4400.0,Online,2021,11,4,40.0
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34.0,181.0,615.0,308.0,Online,2021,1,1,50.081300813008134
Kohl's,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Street Footwear,46.0,42.0,193.0,97.0,Online,2021,10,4,50.259067357512954
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Street Footwear,60.0,238.0,1428.0,471.0,Outlet,2021,6,2,32.983193277310924
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40.0,150.0,6000.0,2400.0,In-store,2021,8,3,40.0
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Apparel,53.0,143.0,758.0,485.0,Online,2021,5,2,63.98416886543535
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,32.0,163.0,522.0,209.0,Online,2021,8,3,40.03831417624521
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Apparel,45.0,575.0,25875.0,12938.0,In-store,2021,3,1,50.00193236714976
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Apparel,50.0,39.0,195.0,82.0,Online,2021,4,2,42.05128205128205
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Men's Street Footwear,60.0,650.0,39000.0,17550.0,In-store,2021,8,3,45.0
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,32.0,58.0,186.0,93.0,Online,2021,5,2,50.0
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750.0,37500.0,15000.0,Outlet,2021,4,2,40.0
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,29.0,138.0,400.0,188.0,Online,2021,10,4,47.0
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,62.0,138.0,856.0,411.0,Online,2021,12,4,48.01401869158878
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,58.0,56.0,325.0,201.0,Online,2021,11,4,61.846153846153854
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Men's Apparel,46.0,52.0,239.0,112.0,Online,2021,1,1,46.86192468619247
Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,59.0,203.0,1198.0,359.0,Online,2021,4,2,29.966611018363942
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Athletic Footwear,31.0,120.0,372.0,160.0,Outlet,2021,10,4,43.01075268817204
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,37.0,145.0,537.0,220.0,Online,2021,1,1,40.9683426443203
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Women's Street Footwear,45.0,150.0,6750.0,1688.0,In-store,2021,9,3,25.007407407407406
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,55.0,275.0,15125.0,6050.0,Online,2021,12,4,40.0
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,36.0,26.0,94.0,41.0,Online,2021,5,2,43.61702127659575
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,125.0,5000.0,2000.0,Online,2021,5,2,40.0
Sports Direct,1197831,2021-08-04,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.0,475.0,16625.0,8313.0,Outlet,2021,8,3,50.00300751879699
Sports Direct,1197831,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,43.0,145.0,624.0,299.0,Online,2021,4,2,47.91666666666667
Sports Direct,1197831,2021-08-03,Midwest,Nebraska,Omaha,Women's Street Footwear,30.0,475.0,14250.0,5700.0,Outlet,2021,8,3,40.0
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,63.0,150.0,945.0,510.0,Online,2021,7,3,53.96825396825397
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,25.0,675.0,16875.0,6750.0,Online,2021,4,2,40.0
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47.0,75.0,353.0,183.0,Online,2021,9,3,51.84135977337111
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,40.0,300.0,12000.0,3000.0,Outlet,2021,8,3,25.0
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,625.0,31250.0,12500.0,Online,2021,12,4,40.0
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,80.0,525.0,42000.0,14700.0,In-store,2021,6,2,35.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Apparel,70.0,350.0,24500.0,8575.0,In-store,2021,11,4,35.0
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,225.0,5625.0,2250.0,In-store,2021,2,1,40.0
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.0,154.0,524.0,267.0,Online,2021,1,1,50.95419847328244
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Street Footwear,37.0,81.0,300.0,138.0,Online,2021,6,2,46.0
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,55.0,175.0,9625.0,3369.0,Outlet,2021,6,2,35.0025974025974
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Apparel,55.0,475.0,26125.0,9144.0,In-store,2021,3,1,35.000956937799046
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Apparel,55.0,650.0,35750.0,12513.0,Online,2021,8,3,35.001398601398606
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16.0,105.0,168.0,64.0,Outlet,2021,1,1,38.095238095238095
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,23.0,80.0,184.0,85.0,Online,2021,2,1,46.19565217391305
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Apparel,65.0,400.0,26000.0,10400.0,In-store,2021,5,2,40.0
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,23.0,109.0,251.0,125.0,Online,2021,4,2,49.800796812749006
